x,y
-5.0,-0.2
-4.949748743718593,-0.2020304568527919
-4.899497487437186,-0.2041025641025641
-4.849246231155779,-0.20621761658031088
-4.798994974874372,-0.20837696335078534
-4.748743718592965,-0.2105820105820106
-4.698492462311558,-0.21283422459893048
-4.648241206030151,-0.21513513513513513
-4.597989949748744,-0.2174863387978142
-4.547738693467337,-0.21988950276243094
-4.49748743718593,-0.2223463687150838
-4.447236180904523,-0.2248587570621469
-4.396984924623116,-0.22742857142857142
-4.346733668341709,-0.2300578034682081
-4.296482412060302,-0.2327485380116959
-4.2462311557788945,-0.23550295857988165
-4.1959798994974875,-0.23832335329341317
-4.1457286432160805,-0.2412121212121212
-4.0954773869346734,-0.2441717791411043
-4.045226130653266,-0.24720496894409938
-3.9949748743718594,-0.25031446540880503
-3.9447236180904524,-0.2535031847133758
-3.8944723618090453,-0.2567741935483871
-3.8442211055276383,-0.2601307189542484
-3.7939698492462313,-0.2635761589403973
-3.7437185929648242,-0.2671140939597315
-3.693467336683417,-0.2707482993197279
-3.64321608040201,-0.27448275862068966
-3.592964824120603,-0.2783216783216783
-3.542713567839196,-0.28226950354609925
-3.492462311557789,-0.28633093525179854
-3.442211055276382,-0.2905109489051095
-3.391959798994975,-0.2948148148148148
-3.341708542713568,-0.2992481203007519
-3.291457286432161,-0.30381679389312977
-3.241206030150754,-0.3085271317829457
-3.190954773869347,-0.31338582677165355
-3.14070351758794,-0.31839999999999996
-3.090452261306533,-0.3235772357723577
-3.040201005025126,-0.32892561983471075
-2.9899497487437183,-0.3344537815126051
-2.9396984924623113,-0.3401709401709402
-2.8894472361809043,-0.34608695652173915
-2.8391959798994972,-0.352212389380531
-2.78894472361809,-0.3585585585585586
-2.738693467336683,-0.3651376146788991
-2.688442211055276,-0.3719626168224299
-2.638190954773869,-0.3790476190476191
-2.587939698492462,-0.3864077669902913
-2.537688442211055,-0.3940594059405941
-2.487437185929648,-0.40202020202020206
-2.437185929648241,-0.4103092783505155
-2.386934673366834,-0.4189473684210527
-2.336683417085427,-0.42795698924731185
-2.28643216080402,-0.4373626373626374
-2.236180904522613,-0.4471910112359551
-2.185929648241206,-0.45747126436781615
-2.135678391959799,-0.4682352941176471
-2.0854271356783918,-0.47951807228915666
-2.0351758793969847,-0.4913580246913581
-1.9849246231155777,-0.5037974683544304
-1.9346733668341707,-0.5168831168831169
-1.8844221105527637,-0.5306666666666667
-1.8341708542713566,-0.5452054794520549
-1.7839195979899496,-0.5605633802816902
-1.7336683417085426,-0.5768115942028986
-1.6834170854271355,-0.5940298507462687
-1.6331658291457285,-0.6123076923076923
-1.5829145728643215,-0.6317460317460318
-1.5326633165829144,-0.6524590163934427
-1.4824120603015074,-0.6745762711864407
-1.4321608040201004,-0.6982456140350878
-1.3819095477386933,-0.7236363636363637
-1.3316582914572863,-0.7509433962264151
-1.2814070351758793,-0.7803921568627452
-1.2311557788944723,-0.8122448979591838
-1.1809045226130652,-0.846808510638298
-1.1306532663316582,-0.8844444444444445
-1.0804020100502512,-0.9255813953488373
-1.0301507537688441,-0.9707317073170733
-0.9798994974874367,-1.020512820512821
-0.9296482412060296,-1.0756756756756762
-0.8793969849246226,-1.137142857142858
-0.8291457286432156,-1.2060606060606067
-0.7788944723618085,-1.2838709677419364
-0.7286432160804015,-1.3724137931034492
-0.6783919597989945,-1.4740740740740752
-0.6281407035175874,-1.5920000000000012
-0.5778894472361804,-1.7304347826086972
-0.5276381909547734,-1.895238095238097
-0.47738693467336635,-2.0947368421052652
-0.4271356783919593,-2.341176470588238
-0.3768844221105523,-2.653333333333337
-0.32663316582914526,-3.0615384615384658
-0.2763819095477382,-3.6181818181818244
-0.2261306532663312,-4.422222222222231
-0.17587939698492416,-5.6857142857143
-0.12562814070351713,-7.960000000000029
-0.0753768844221101,-13.266666666666746
0.07537688442211099,13.26666666666659
0.12562814070351802,7.959999999999972
0.17587939698492505,5.685714285714272
0.22613065326633208,4.422222222222214
0.2763819095477391,3.618181818181813
0.32663316582914614,3.0615384615384578
0.3768844221105532,2.6533333333333307
0.4271356783919602,2.341176470588233
0.47738693467336724,2.0947368421052612
0.5276381909547743,1.8952380952380938
0.5778894472361813,1.7304347826086945
0.6281407035175883,1.591999999999999
0.6783919597989954,1.4740740740740732
0.7286432160804024,1.3724137931034475
0.7788944723618094,1.2838709677419349
0.8291457286432165,1.2060606060606056
0.8793969849246235,1.1371428571428566
0.9296482412060305,1.0756756756756753
0.9798994974874375,1.0205128205128202
1.0301507537688446,0.9707317073170728
1.0804020100502516,0.9255813953488369
1.1306532663316586,0.8844444444444441
1.1809045226130657,0.8468085106382977
1.2311557788944727,0.8122448979591834
1.2814070351758797,0.7803921568627449
1.3316582914572868,0.7509433962264149
1.3819095477386938,0.7236363636363635
1.4321608040201008,0.6982456140350876
1.4824120603015079,0.6745762711864406
1.5326633165829149,0.6524590163934425
1.582914572864322,0.6317460317460316
1.633165829145729,0.6123076923076922
1.683417085427136,0.5940298507462686
1.733668341708543,0.5768115942028984
1.78391959798995,0.5605633802816901
1.834170854271357,0.5452054794520547
1.884422110552764,0.5306666666666666
1.9346733668341711,0.5168831168831168
1.9849246231155782,0.5037974683544303
2.035175879396985,0.491358024691358
2.085427135678392,0.47951807228915655
2.1356783919597992,0.468235294117647
2.1859296482412063,0.45747126436781604
2.2361809045226133,0.447191011235955
2.2864321608040203,0.4373626373626373
2.3366834170854274,0.4279569892473118
2.3869346733668344,0.41894736842105257
2.4371859296482414,0.41030927835051545
2.4874371859296485,0.402020202020202
2.5376884422110555,0.394059405940594
2.5879396984924625,0.3864077669902912
2.6381909547738696,0.379047619047619
2.6884422110552766,0.37196261682242987
2.7386934673366836,0.36513761467889905
2.7889447236180906,0.35855855855855856
2.8391959798994977,0.35221238938053095
2.8894472361809047,0.3460869565217391
2.9396984924623117,0.34017094017094013
2.9899497487437188,0.334453781512605
3.0402010050251267,0.32892561983471064
3.090452261306533,0.3235772357723577
3.1407035175879408,0.3183999999999999
3.190954773869347,0.31338582677165355
3.241206030150755,0.30852713178294566
3.291457286432161,0.30381679389312977
3.341708542713569,0.29924812030075176
3.391959798994975,0.2948148148148148
3.442211055276383,0.2905109489051094
3.492462311557789,0.28633093525179854
3.542713567839197,0.2822695035460992
3.592964824120603,0.2783216783216783
3.643216080402011,0.2744827586206896
3.693467336683417,0.2707482993197279
3.743718592964825,0.26711409395973146
3.7939698492462313,0.2635761589403973
3.844221105527639,0.2601307189542483
3.8944723618090453,0.2567741935483871
3.9447236180904532,0.25350318471337574
3.9949748743718594,0.25031446540880503
4.045226130653267,0.24720496894409932
4.0954773869346734,0.2441717791411043
4.145728643216081,0.24121212121212116
4.1959798994974875,0.23832335329341317
4.246231155778895,0.2355029585798816
4.296482412060302,0.2327485380116959
4.3467336683417095,0.23005780346820803
4.396984924623116,0.22742857142857142
4.4472361809045236,0.22485875706214684
4.49748743718593,0.2223463687150838
4.547738693467338,0.21988950276243088
4.597989949748744,0.2174863387978142
4.648241206030152,0.2151351351351351
4.698492462311558,0.21283422459893048
4.748743718592966,0.21058201058201054
4.798994974874372,0.20837696335078534
4.84924623115578,0.20621761658031085
4.899497487437186,0.2041025641025641
4.949748743718594,0.20203045685279183
5.0,0.2
